StockEndDate,assignmentClass,benefitsEligibilityStartDate,benefitsEndDate,bonusPayExpirationDate,createdBy,createdDateTime,createdOn,eligibleForSalContinuation,eligibleForStock,employeeFirstEmployment,endDate,firstDateWorked,includeAllRecords,initialOptionGrant,initialStockGrant,isContingentWorker,isECRecord,jobNumber,lastDateWorked,lastModifiedBy,ElastModifiedDateTime,lastModifiedOn,okToRehire,originalStartDate,payrollEndDate,personIdExternal,prevEmployeeId,professionalServiceDate,regretTermination,salaryEndDate,seniorityDate,serviceDate,startDate,userID
,ST,,,,,,,,,,,,,,,,,,,,,,,20120905,,P00523,,,,,,,20120905,E100697
,ST,,,,,,,,,,,,,,,,,,,,,,,20120718,,P00570,,,,,,,20120718,E100773
,ST,,,,,,,,,,,,,,,,,,,,,,,20130723,,P00720,,,,,,,20130723,E101036
,ST,,,,,,,,,,20160220,,,,,,,,,,,,,20080807,,P00204,,,,,,,20080807,E100252
,ST,,,,,,,,,,,,,,,,,,,,,,,20081101,,P00223,,,,,,,20081101,E100278
,ST,,,,,,,,,,20151024,,,,,,,,,,,,,20120905,,P00610,,,,,,,20120905,E100835
,ST,,,,,,,,,,20160923,,,,,,,,,,,,,20140219,,P00807,,,,,,,20140219,E101173
,ST,,,,,,,,,,,,,,,,,,,,,,,20101209,,P00388,,,,,,,20101209,E100497
,ST,,,,,,,,,,,,,,,,,,,,,,,20120131,,P00519,,,,,,,20120131,E100689
,ST,,,,,,,,,,,,,,,,,,,,,,,20130402,,P00669,,,,,,,20130402,E100944
,ST,,,,,,,,,,,,,,,,,,,,,,,20101109,,P00379,,,,,,,20101109,E100487
,ST,,,,,,,,,,,,,,,,,,,,,,,20101116,,P00368,,,,,,,20101116,E100475
,ST,,,,,,,,,,20150331,,,,,,,,,,,,,20101109,,P00381,,,,,,,20101109,E100489
,ST,,,,,,,,,,,,,,,,,,,,,,,20080820,,P00206,,,,,,,20080820,E100254
,ST,,,,,,,,,,,,,,,,,,,,,,,20110118,,P00406,,,,,,,20110118,E100522
,ST,,,,,,,,,,,,,,,,,,,,,,,20080710,,P00196,,,,,,,20080710,E100243
,ST,,,,,,,,,,,,,,,,,,,,,,,20140415,,P00791,,,,,,,20140114,E101149
,ST,,,,,,,,,,,,,,,,,,,,,,,20160706,,P02015,,,,,,,20160706,E101948
,ST,,,,,,,,,,,,,,,,,,,,,,,20160706,,P02016,,,,,,,20160706,E101949
,ST,,,,,,,,,,,,,,,,,,,,,,,20160708,,P02017,,,,,,,20160708,E101951
,ST,,,,,,,,,,20160626,,,,,,,,,,,,,20160602,,P02018,,,,,,,20160602,E101972
,ST,,,,,,,,,,,,,,,,,,,,,,,20160803,,P02019,,,,,,,20160803,E101989
,ST,,,,,,,,,,20160824,,,,,,,,,,,,,20160803,,P02020,,,,,,,20160803,E101990
,ST,,,,,,,,,,,,,,,,,,,,,,,20160824,,P02021,,,,,,,20160824,E101998
,ST,,,,,,,,,,,,,,,,,,,,,,,20160908,,P02022,,,,,,,20160908,E102015
,ST,,,,,,,,,,,,,,,,,,,,,,,20160928,,P02023,,,,,,,20160928,E102030
,ST,,,,,,,,,,,,,,,,,,,,,,,20160713,,P02024,,,,,,,20160713,E102036
,ST,,,,,,,,,,,,,,,,,,,,,,,20161013,,P02025,,,,,,,20161013,E102042
,ST,,,,,,,,,,20170219,,,,,,,,,,,,,20071106,,P00171,,,,,,,20071106,E100210
,ST,,,,,,,,,,20160513,,,,,,,,,,,,,20041001,,P00063,,,,,,,20041001,E100076
,ST,,,,,,,,,,,,,,,,,,,,,,,20140615,,P00710,,,,,,,20130618,E101021
,ST,,,,,,,,,,20151217,,,,,,,,,,,,,20041124,,P00028,,,,,,,20041124,E100034
,ST,,,,,,,,,,20160529,,,,,,,,,,,,,20130903,,P00646,,,,,,,20130903,E100902
,ST,,,,,,,,,,20161007,,,,,,,,,,,,,20110906,,P00417,,,,,,,20110906,E100540
,ST,,,,,,,,,,,,,,,,,,,,,,,20111129,,P00507,,,,,,,20111129,E100668
,ST,,,,,,,,,,,,,,,,,,,,,,,20120208,,P00527,,,,,,,20120208,E100704
,ST,,,,,,,,,,,,,,,,,,,,,,,20100414,,P00322,,,,,,,20100414,E100414
,ST,,,,,,,,,,,,,,,,,,,,,,,20080716,,P00199,,,,,,,20080716,E100246
,ST,,,,,,,,,,,,,,,,,,,,,,,20071031,,P00169,,,,,,,20071031,E100207
,ST,,,,,,,,,,,,,,,,,,,,,,,20141021,,P00947,,,,,,,20141021,E101433
,ST,,,,,,,,,,,,,,,,,,,,,,,20140325,,P00829,,,,,,,20140325,E101220
,ST,,,,,,,,,,,,,,,,,,,,,,,20130813,,P00721,,,,,,,20130813,E101038
,ST,,,,,,,,,,,,,,,,,,,,,,,20131029,,P00765,,,,,,,20131029,E101111
,ST,,,,,,,,,,,,,,,,,,,,,,,20130903,,P00674,,,,,,,20130903,E100951
,ST,,,,,,,,,,20170114,,,,,,,,,,,,,20140401,,P00836,,,,,,,20140401,E101228
,ST,,,,,,,,,,,,,,,,,,,,,,,20090204,,P00222,,,,,,,20090204,E100277
,ST,,,,,,,,,,,,,,,,,,,,,,,20120110,,P00498,,,,,,,20120110,E100653
,ST,,,,,,,,,,,,,,,,,,,,,,,20141101,,P00920,,,,,,,20141101,E101391
,ST,,,,,,,,,,,,,,,,,,,,,,,20130430,,P00690,,,,,,,20130430,E100978
,ST,,,,,,,,,,,,,,,,,,,,,,,20070710,,P00156,,,,,,,20070710,E100189
,ST,,,,,,,,,,20160930,,,,,,,,,,,,,20140101,,P00744,,,,,,,20140101,E101085
,ST,,,,,,,,,,,,,,,,,,,,,,,20140425,,P00826,,,,,,,20140425,E101216
,ST,,,,,,,,,,,,,,,,,,,,,,,20111015,,P00489,,,,,,,20111015,E100636
,ST,,,,,,,,,,,,,,,,,,,,,,,20140429,,P00852,,,,,,,20140429,E101252
,ST,,,,,,,,,,,,,,,,,,,,,,,20140627,,P00876,,,,,,,20140627,E101312
,ST,,,,,,,,,,,,,,,,,,,,,,,20120624,,P00580,,,,,,,20120624,E100786
,ST,,,,,,,,,,,,,,,,,,,,,,,20131203,,P00761,,,,,,,20131203,E101107
,ST,,,,,,,,,,,,,,,,,,,,,,,20101001,,P00344,,,,,,,20101001,E100443
,ST,,,,,,,,,,,,,,,,,,,,,,,20050927,,P00031,,,,,,,20050927,E100037
,ST,,,,,,,,,,,,,,,,,,,,,,,20130701,,P00569,,,,,,,20120601,E100771
,ST,,,,,,,,,,,,,,,,,,,,,,,20050126,,P00005,,,,,,,20050126,E100007
,ST,,,,,,,,,,,,,,,,,,,,,,,20101102,,P00358,,,,,,,20101102,E100464
,ST,,,,,,,,,,,,,,,,,,,,,,,20100204,,P00317,,,,,,,20100204,E100406
,ST,,,,,,,,,,,,,,,,,,,,,,,20140927,,P00847,,,,,,,20140927,E101246
,ST,,,,,,,,,,,,,,,,,,,,,,,20140321,,P00015,,,,,,,20131119,E100018
,ST,,,,,,,,,,,,,,,,,,,,,,,20090310,,P00255,,,,,,,20090115,E100320
,ST,,,,,,,,,,,,,,,,,,,,,,,20110920,,P00461,,,,,,,20110920,E100599
,ST,,,,,,,,,,,,,,,,,,,,,,,20111103,,P00450,,,,,,,20111103,E100586
,ST,,,,,,,,,,,,,,,,,,,,,,,20110111,,P00386,,,,,,,20110111,E100495
,ST,,,,,,,,,,20150207,,,,,,,,,,,,,20120607,,P00584,,,,,,,20121017,E100790
,ST,,,,,,,,,,20150725,,,,,,,,,,,,,20130913,,P00726,,,,,,,20130913,E101048
,ST,,,,,,,,,,,,,,,,,,,,,,,20051129,,P00004,,,,,,,20051129,E100006
,ST,,,,,,,,,,20160904,,,,,,,,,,,,,20120503,,P00512,,,,,,,20120503,E100679
,ST,,,,,,,,,,20160806,,,,,,,,,,,,,20050906,,P00030,,,,,,,20050906,E100036
,ST,,,,,,,,,,,,,,,,,,,,,,,20101001,,P00345,,,,,,,20101001,E100444
,ST,,,,,,,,,,20161130,,,,,,,,,,,,,20121010,,P00620,,,,,,,20121010,E100852
,ST,,,,,,,,,,20170506,,,,,,,,,,,,,20120408,,P00534,,,,,,,20120408,E100712
,ST,,,,,,,,,,,,,,,,,,,,,,,20130917,,P00724,,,,,,,20130917,E101044
,ST,,,,,,,,,,,,,,,,,,,,,,,19980911,,P00025,,,,,,,20030901,E100031
,ST,,,,,,,,,,,,,,,,,,,,,,,20041110,,P00065,,,,,,,20041110,E100078
,ST,,,,,,,,,,20160731,,,,,,,,,,,,,20121102,,P00633,,,,,,,20121109,E100875
,ST,,,,,,,,,,,,,,,,,,,,,,,20070201,,P00110,,,,,,,20060725,E100127
,ST,,,,,,,,,,20150814,,,,,,,,,,,,,20140903,,P00825,,,,,,,20140318,E101215
,ST,,,,,,,,,,20170331,,,,,,,,,,,,,20120401,,P00530,,,,,,,20120401,E100707
,ST,,,,,,,,,,,,,,,,,,,,,,,20141028,,P00924,,,,,,,20141028,E101395
,ST,,,,,,,,,,20151231,,,,,,,,,,,,,20070406,,P00139,,,,,,,20070406,E100169
,ST,,,,,,,,,,,,,,,,,,,,,,,20140930,,P00922,,,,,,,20140930,E101393
,ST,,,,,,,,,,,,,,,,,,,,,,,20130820,,P00732,,,,,,,20130820,E101060
,ST,,,,,,,,,,,,,,,,,,,,,,,20071016,,P00165,,,,,,,20071016,E100202
,ST,,,,,,,,,,,,,,,,,,,,,,,20140501,,P00827,,,,,,,20140501,E101217
,ST,,,,,,,,,,,,,,,,,,,,,,,20041013,,P00001,,,,,,,20041013,E100002
,ST,,,,,,,,,,,,,,,,,,,,,,,20100126,,P00330,,,,,,,20100126,E100425
,ST,,,,,,,,,,,,,,,,,,,,,,,20140408,,P00839,,,,,,,20140408,E101231
,ST,,,,,,,,,,,,,,,,,,,,,,,20071114,,P00166,,,,,,,20071114,E100203
,ST,,,,,,,,,,,,,,,,,,,,,,,20080611,,P00191,,,,,,,20080611,E100237
,ST,,,,,,,,,,,,,,,,,,,,,,,20141202,,P00951,,,,,,,20141202,E101441
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00398,,,,,,,20110906,E100509
,ST,,,,,,,,,,,,,,,,,,,,,,,20141118,,P00907,,,,,,,20141118,E101362
,ST,,,,,,,,,,,,,,,,,,,,,,,20130618,,P00700,,,,,,,20130618,E101004
,ST,,,,,,,,,,,,,,,,,,,,,,,20141001,,P00878,,,,,,,20140715,E101314
,ST,,,,,,,,,,,,,,,,,,,,,,,20090512,,P00263,,,,,,,20090512,E100331
,ST,,,,,,,,,,,,,,,,,,,,,,,20090220,,P00252,,,,,,,20090220,E100316
,ST,,,,,,,,,,20161211,,,,,,,,,,,,,20130312,,P00670,,,,,,,20130312,E100945
,ST,,,,,,,,,,,,,,,,,,,,,,,20110301,,P00413,,,,,,,20110301,E100534
,ST,,,,,,,,,,,,,,,,,,,,,,,20060131,,P00007,,,,,,,20060131,E100009
,ST,,,,,,,,,,,,,,,,,,,,,,,20001115,,P00021,,,,,,,20031001,E100025
,ST,,,,,,,,,,,,,,,,,,,,,,,20131101,,P00779,,,,,,,20131101,E101137
,ST,,,,,,,,,,20160615,,,,,,,,,,,,,20120118,,P00520,,,,,,,20120118,E100692
,ST,,,,,,,,,,,,,,,,,,,,,,,20090129,,P00230,,,,,,,20090129,E100286
,ST,,,,,,,,,,,,,,,,,,,,,,,20130612,,P00673,,,,,,,20130612,E100949
,ST,,,,,,,,,,20150120,,,,,,,,,,,,,20140501,,P00856,,,,,,,20140501,E101259
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00469,,,,,,,20110906,E100607
,ST,,,,,,,,,,,,,,,,,,,,,,,20120502,,P00547,,,,,,,20120502,E100731
,ST,,,,,,,,,,,,,,,,,,,,,,,20050719,,P00051,,,,,,,20050719,E100063
,ST,,,,,,,,,,,,,,,,,,,,,,,20120121,,P00103,,,,,,,20110720,E100118
,ST,,,,,,,,,,,,,,,,,,,,,,,20140812,,P00898,,,,,,,20140812,E101345
,ST,,,,,,,,,,,,,,,,,,,,,,,20090601,,P00251,,,,,,,20090601,E100315
,ST,,,,,,,,,,,,,,,,,,,,,,,20090527,,P00154,,,,,,,20070731,E100187
,ST,,,,,,,,,,,,,,,,,,,,,,,20100511,,P00321,,,,,,,20100511,E100413
,ST,,,,,,,,,,,,,,,,,,,,,,,20110208,,P00399,,,,,,,20110208,E100511
,ST,,,,,,,,,,,,,,,,,,,,,,,20131008,,P00707,,,,,,,20131008,E101013
,ST,,,,,,,,,,20150818,,,,,,,,,,,,,20140325,,P00828,,,,,,,20140325,E101219
,ST,,,,,,,,,,,,,,,,,,,,,,,20040609,,P00014,,,,,,,20040609,E100017
,ST,,,,,,,,,,,,,,,,,,,,,,,20131029,,P00766,,,,,,,20131029,E101112
,ST,,,,,,,,,,,,,,,,,,,,,,,20120307,,P00539,,,,,,,20120307,E100720
,ST,,,,,,,,,,,,,,,,,,,,,,,20041013,,P00070,,,,,,,20041013,E100083
,ST,,,,,,,,,,,,,,,,,,,,,,,20130828,,P00694,,,,,,,20130828,E100991
,ST,,,,,,,,,,,,,,,,,,,,,,,20080530,,P00194,,,,,,,20080530,E100240
,ST,,,,,,,,,,,,,,,,,,,,,,,20091124,,P00302,,,,,,,20091124,E100389
,ST,,,,,,,,,,,,,,,,,,,,,,,20140409,,P00840,,,,,,,20140409,E101232
,ST,,,,,,,,,,,,,,,,,,,,,,,20070505,,P00143,,,,,,,20070505,E100174
,ST,,,,,,,,,,,,,,,,,,,,,,,20060516,,P00098,,,,,,,20060516,E100113
,ST,,,,,,,,,,20150224,,,,,,,,,,,,,20110208,,P00352,,,,,,,20100810,E100454
,ST,,,,,,,,,,,,,,,,,,,,,,,20130220,,P00662,,,,,,,20130220,E100927
,ST,,,,,,,,,,,,,,,,,,,,,,,20110426,,P00423,,,,,,,20110426,E100547
,ST,,,,,,,,,,,,,,,,,,,,,,,20110121,,P00389,,,,,,,20110121,E100498
,ST,,,,,,,,,,20150530,,,,,,,,,,,,,20110405,,P00416,,,,,,,20110405,E100538
,ST,,,,,,,,,,,,,,,,,,,,,,,20110121,,P00404,,,,,,,20110121,E100519
,ST,,,,,,,,,,,,,,,,,,,,,,,19950927,,P00059,,,,,,,20030901,E100072
,ST,,,,,,,,,,,,,,,,,,,,,,,20090416,,P00265,,,,,,,20090416,E100334
,ST,,,,,,,,,,,,,,,,,,,,,,,20120927,,P00589,,,,,,,20120927,E100798
,ST,,,,,,,,,,20161014,,,,,,,,,,,,,20041020,,P00058,,,,,,,20041020,E100071
,ST,,,,,,,,,,,,,,,,,,,,,,,20081210,,P00225,,,,,,,20081210,E100281
,ST,,,,,,,,,,,,,,,,,,,,,,,20141202,,P00943,,,,,,,20141202,E101423
,ST,,,,,,,,,,,,,,,,,,,,,,,20120111,,P00478,,,,,,,20120111,E100620
,ST,,,,,,,,,,20160701,,,,,,,,,,,,,20101005,,P00180,,,,,,,20080305,E100224
,ST,,,,,,,,,,20161104,,,,,,,,,,,,,20130605,,P00699,,,,,,,20130605,E101002
,ST,,,,,,,,,,20160331,,,,,,,,,,,,,20110524,,P00430,,,,,,,20110524,E100558
,ST,,,,,,,,,,,,,,,,,,,,,,,20081203,,P00229,,,,,,,20081203,E100285
,ST,,,,,,,,,,,,,,,,,,,,,,,20140204,,P00777,,,,,,,20140204,E101135
,ST,,,,,,,,,,20150108,,,,,,,,,,,,,20120115,,P00518,,,,,,,20120115,E100687
,ST,,,,,,,,,,,,,,,,,,,,,,,20060919,,P00114,,,,,,,20060919,E100135
,ST,,,,,,,,,,,,,,,,,,,,,,,20001025,,P00049,,,,,,,20030621,E100061
,ST,,,,,,,,,,,,,,,,,,,,,,,20100112,,P00312,,,,,,,20100112,E100400
,ST,,,,,,,,,,,,,,,,,,,,,,,20130181,,P00641,,,,,,,20130181,E100892
,ST,,,,,,,,,,,,,,,,,,,,,,,20140422,,P00844,,,,,,,20140422,E101240
,ST,,,,,,,,,,,,,,,,,,,,,,,20130903,,P00645,,,,,,,20130903,E100901
,ST,,,,,,,,,,,,,,,,,,,,,,,20081220,,P00238,,,,,,,20081220,E100298
,ST,,,,,,,,,,,,,,,,,,,,,,,20130103,,P00648,,,,,,,20130103,E100905
,ST,,,,,,,,,,,,,,,,,,,,,,,20120117,,P00464,,,,,,,20120117,E100602
,ST,,,,,,,,,,,,,,,,,,,,,,,20111129,,P00500,,,,,,,20111129,E100656
,ST,,,,,,,,,,,,,,,,,,,,,,,20040811,,P00094,,,,,,,20040811,E100109
,ST,,,,,,,,,,,,,,,,,,,,,,,20100803,,P00355,,,,,,,20100803,E100457
,ST,,,,,,,,,,,,,,,,,,,,,,,20100105,,P00307,,,,,,,20100105,E100394
,ST,,,,,,,,,,20150425,,,,,,,,,,,,,20090603,,P00276,,,,,,,20090603,E100347
,ST,,,,,,,,,,,,,,,,,,,,,,,20140930,,P00868,,,,,,,20140930,E101296
,ST,,,,,,,,,,,,,,,,,,,,,,,20140715,,P00870,,,,,,,20140715,E101300
,ST,,,,,,,,,,,,,,,,,,,,,,,20090220,,P00254,,,,,,,20090220,E100318
,ST,,,,,,,,,,20160630,,,,,,,,,,,,,20140624,,P00861,,,,,,,20140624,E101278
,ST,,,,,,,,,,,,,,,,,,,,,,,20100112,,P00318,,,,,,,20100112,E100407
,ST,,,,,,,,,,20150812,,,,,,,,,,,,,20140815,,P00893,,,,,,,20140815,E101336
,ST,,,,,,,,,,,,,,,,,,,,,,,20110501,,P00382,,,,,,,20110501,E100490
,ST,,,,,,,,,,,,,,,,,,,,,,,20050126,,P00050,,,,,,,20050126,E100062
,ST,,,,,,,,,,,,,,,,,,,,,,,20130820,,P00730,,,,,,,20130820,E101058
,ST,,,,,,,,,,,,,,,,,,,,,,,20121012,,P00629,,,,,,,20121012,E100869
,ST,,,,,,,,,,,,,,,,,,,,,,,20140826,,P00909,,,,,,,20140826,E101369
,ST,,,,,,,,,,,,,,,,,,,,,,,20140101,,P00544,,,,,,,20120413,E100726
,ST,,,,,,,,,,,,,,,,,,,,,,,20140930,,P00921,,,,,,,20140930,E101392
,ST,,,,,,,,,,,,,,,,,,,,,,,20110210,,P00394,,,,,,,20110210,E100504
,ST,,,,,,,,,,,,,,,,,,,,,,,20120202,,P00481,,,,,,,20120202,E100626
,ST,,,,,,,,,,,,,,,,,,,,,,,20060628,,P00105,,,,,,,20060628,E100122
,ST,,,,,,,,,,,,,,,,,,,,,,,20090623,,P00274,,,,,,,20090623,E100345
,ST,,,,,,,,,,,,,,,,,,,,,,,20141017,,P00927,,,,,,,20141017,E101401
,ST,,,,,,,,,,,,,,,,,,,,,,,20111115,,P00479,,,,,,,20111115,E100623
,ST,,,,,,,,,,20160331,,,,,,,,,,,,,20130701,,P00668,,,,,,,20130701,E100939
,ST,,,,,,,,,,,,,,,,,,,,,,,20140918,,P00952,,,,,,,20140918,E101442
,ST,,,,,,,,,,,,,,,,,,,,,,,20130186,,P00664,,,,,,,20130186,E100929
,ST,,,,,,,,,,,,,,,,,,,,,,,20111229,,P00497,,,,,,,20111229,E100652
,ST,,,,,,,,,,,,,,,,,,,,,,,20130730,,P00704,,,,,,,20130730,E101009
,ST,,,,,,,,,,,,,,,,,,,,,,,20140501,,P00810,,,,,,,20140501,E101178
,ST,,,,,,,,,,20160416,,,,,,,,,,,,,20120113,,P00509,,,,,,,20120113,E100671
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00424,,,,,,,20110906,E100548
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00452,,,,,,,20110906,E100589
,ST,,,,,,,,,,20160227,,,,,,,,,,,,,20140610,,P00838,,,,,,,20140610,E101230
,ST,,,,,,,,,,20160914,,,,,,,,,,,,,20090728,,P00287,,,,,,,20090728,E100363
,ST,,,,,,,,,,,,,,,,,,,,,,,20040728,,P00032,,,,,,,20040728,E100038
,ST,,,,,,,,,,,,,,,,,,,,,,,20140318,,P00817,,,,,,,20140318,E101189
,ST,,,,,,,,,,20170203,,,,,,,,,,,,,20120802,,P00601,,,,,,,20120802,E100825
,ST,,,,,,,,,,20151010,,,,,,,,,,,,,20131119,,P00742,,,,,,,20131119,E101075
,ST,,,,,,,,,,,,,,,,,,,,,,,20070130,,P00135,,,,,,,20070130,E100161
,ST,,,,,,,,,,,,,,,,,,,,,,,20140902,,P00801,,,,,,,20140902,E101166
,ST,,,,,,,,,,20160430,,,,,,,,,,,,,20120704,,P00560,,,,,,,20120704,E100755
,ST,,,,,,,,,,,,,,,,,,,,,,,20070807,,P00150,,,,,,,20070807,E100181
,ST,,,,,,,,,,,,,,,,,,,,,,,20110201,,P00370,,,,,,,20110201,E100477
,ST,,,,,,,,,,,,,,,,,,,,,,,20120502,,P00524,,,,,,,20120502,E100698
,ST,,,,,,,,,,,,,,,,,,,,,,,20110504,,P00418,,,,,,,20110504,E100541
,ST,,,,,,,,,,20150214,,,,,,,,,,,,,20111213,,P00508,,,,,,,20111213,E100669
,ST,,,,,,,,,,,,,,,,,,,,,,,20120207,,P00502,,,,,,,20120207,E100659
,ST,,,,,,,,,,,,,,,,,,,,,,,20120113,,P00467,,,,,,,20120113,E100605
,ST,,,,,,,,,,20160331,,,,,,,,,,,,,19981116,,P00003,,,,,,,20040501,E100005
,ST,,,,,,,,,,20160115,,,,,,,,,,,,,20140501,,P00853,,,,,,,20140501,E101255
,ST,,,,,,,,,,20150630,,,,,,,,,,,,,20051004,,P00038,,,,,,,20051004,E100044
,ST,,,,,,,,,,,,,,,,,,,,,,,20100701,,P00348,,,,,,,20100701,E100450
,ST,,,,,,,,,,,,,,,,,,,,,,,20140902,,P00786,,,,,,,20140902,E101144
,ST,,,,,,,,,,,,,,,,,,,,,,,20140715,,P00875,,,,,,,20140715,E101311
,ST,,,,,,,,,,,,,,,,,,,,,,,20140923,,P00918,,,,,,,20140923,E101389
,ST,,,,,,,,,,20160908,,,,,,,,,,,,,20160901,,P00755,,,,,,,20160901,E101100
,ST,,,,,,,,,,,,,,,,,,,,,,,20020910,,P00019,,,,,,,20030901,E100022
,ST,,,,,,,,,,,,,,,,,,,,,,,20140617,,P00874,,,,,,,20140617,E101310
,ST,,,,,,,,,,20150131,,,,,,,,,,,,,20120815,,P00246,,,,,,,20120815,E100308
,ST,,,,,,,,,,,,,,,,,,,,,,,20050201,,P00082,,,,,,,20050201,E100096
,ST,,,,,,,,,,,,,,,,,,,,,,,20121121,,P00638,,,,,,,20121121,E100888
,ST,,,,,,,,,,20160529,,,,,,,,,,,,,20061107,,P00123,,,,,,,20061107,E100146
,ST,,,,,,,,,,,,,,,,,,,,,,,20090818,,P00269,,,,,,,20090818,E100339
,ST,,,,,,,,,,,,,,,,,,,,,,,20060628,,P00106,,,,,,,20060628,E100123
,ST,,,,,,,,,,,,,,,,,,,,,,,20071002,,P00113,,,,,,,20060906,E100132
,ST,,,,,,,,,,,,,,,,,,,,,,,20060228,,P00081,,,,,,,20060228,E100095
,ST,,,,,,,,,,,,,,,,,,,,,,,20141223,,P00938,,,,,,,20141223,E101412
,ST,,,,,,,,,,20161123,,,,,,,,,,,,,20141104,,P00944,,,,,,,20141104,E101424
,ST,,,,,,,,,,,,,,,,,,,,,,,20070313,,P00132,,,,,,,20070313,E100158
,ST,,,,,,,,,,,,,,,,,,,,,,,20070710,,P00158,,,,,,,20070710,E100193
,ST,,,,,,,,,,,,,,,,,,,,,,,20141007,,P00928,,,,,,,20141007,E101402
,ST,,,,,,,,,,,,,,,,,,,,,,,20081002,,P00212,,,,,,,20081002,E100262
,ST,,,,,,,,,,20160630,,,,,,,,,,,,,20130701,,P00621,,,,,,,20121010,E100853
,ST,,,,,,,,,,,,,,,,,,,,,,,20110101,,P00385,,,,,,,20110101,E100493
,ST,,,,,,,,,,,,,,,,,,,,,,,20061101,,P00122,,,,,,,20061101,E100145
,ST,,,,,,,,,,20150424,,,,,,,,,,,,,20140318,,P00823,,,,,,,20140422,E101199
,ST,,,,,,,,,,20150209,,,,,,,,,,,,,20130403,,P00675,,,,,,,20130403,E100953
,ST,,,,,,,,,,,,,,,,,,,,,,,20141111,,P00935,,,,,,,20141111,E101409
,ST,,,,,,,,,,,,,,,,,,,,,,,20141030,,P00848,,,,,,,20140429,E101247
,ST,,,,,,,,,,,,,,,,,,,,,,,20160824,,P00567,,,,,,,20160824,E100767
,ST,,,,,,,,,,,,,,,,,,,,,,,20110901,,P00456,,,,,,,20110901,E100593
,ST,,,,,,,,,,,,,,,,,,,,,,,20140201,,P00772,,,,,,,20131127,E101125
,ST,,,,,,,,,,,,,,,,,,,,,,,20120809,,P00600,,,,,,,20120809,E100824
,ST,,,,,,,,,,,,,,,,,,,,,,,20130924,,P00733,,,,,,,20130924,E101061
,ST,,,,,,,,,,20160821,,,,,,,,,,,,,20160622,,P02037,,,,,,,20160622,E101935
,ST,,,,,,,,,,20160731,,,,,,,,,,,,,20160629,,P02038,,,,,,,20160629,E101945
,ST,,,,,,,,,,,,,,,,,,,,,,,20160706,,P02039,,,,,,,20160706,E101946
,ST,,,,,,,,,,,,,,,,,,,,,,,20160708,,P02040,,,,,,,20160708,E101950
,ST,,,,,,,,,,,,,,,,,,,,,,,20160720,,P02041,,,,,,,20160720,E101975
,ST,,,,,,,,,,20170131,,,,,,,,,,,,,20160824,,P02042,,,,,,,20160824,E101995
,ST,,,,,,,,,,,,,,,,,,,,,,,20160824,,P02043,,,,,,,20160824,E101997
,ST,,,,,,,,,,,,,,,,,,,,,,,20160824,,P02044,,,,,,,20160824,E101999
,ST,,,,,,,,,,20170126,,,,,,,,,,,,,20160824,,P02045,,,,,,,20160824,E102004
,ST,,,,,,,,,,,,,,,,,,,,,,,20160831,,P02046,,,,,,,20160831,E102010
,ST,,,,,,,,,,,,,,,,,,,,,,,20160831,,P02047,,,,,,,20160831,E102011
,ST,,,,,,,,,,,,,,,,,,,,,,,20140520,,P00866,,,,,,,20140520,E101285
,ST,,,,,,,,,,,,,,,,,,,,,,,20110913,,P00470,,,,,,,20110913,E100608
,ST,,,,,,,,,,,,,,,,,,,,,,,20130709,,P00715,,,,,,,20130709,E101031
,ST,,,,,,,,,,,,,,,,,,,,,,,20120118,,P00521,,,,,,,20120118,E100693
,ST,,,,,,,,,,,,,,,,,,,,,,,20140422,,P00846,,,,,,,20140422,E101244
,ST,,,,,,,,,,,,,,,,,,,,,,,20120606,,P00545,,,,,,,20120606,E100729
,ST,,,,,,,,,,,,,,,,,,,,,,,20120418,,P00511,,,,,,,20120418,E100674
,ST,,,,,,,,,,,,,,,,,,,,,,,20140201,,P00220,,,,,,,20140201,E100273
,ST,,,,,,,,,,,,,,,,,,,,,,,20120114,,P00437,,,,,,,20120114,E100568
,ST,,,,,,,,,,,,,,,,,,,,,,,20121107,,P00619,,,,,,,20121107,E100850
,ST,,,,,,,,,,,,,,,,,,,,,,,20120502,,P00546,,,,,,,20120502,E100730
,ST,,,,,,,,,,,,,,,,,,,,,,,20070116,,P00136,,,,,,,20070116,E100162
,ST,,,,,,,,,,,,,,,,,,,,,,,20140513,,P00859,,,,,,,20140513,E101275
,ST,,,,,,,,,,20170219,,,,,,,,,,,,,20140601,,P00821,,,,,,,20140601,E101193
,ST,,,,,,,,,,,,,,,,,,,,,,,20080501,,P00183,,,,,,,20080501,E100227
,ST,,,,,,,,,,,,,,,,,,,,,,,20120530,,P00543,,,,,,,20120530,E100725
,ST,,,,,,,,,,20160930,,,,,,,,,,,,,20130402,,P00683,,,,,,,20130402,E100965
,ST,,,,,,,,,,,,,,,,,,,,,,,20080901,,P00134,,,,,,,20061216,E100160
,ST,,,,,,,,,,,,,,,,,,,,,,,20110101,,P00395,,,,,,,20110101,E100505
,ST,,,,,,,,,,,,,,,,,,,,,,,20111101,,P00496,,,,,,,20111101,E100651
