"OPTIONID","LABEL","LOCALE"
"1216","Isle of Anglesey","en_GB"
"1217","Merthyr Tydfil","en_US"
"1217","Merthyr Tydfil","en_GB"
"1218","Monmouthshire","en_US"
"1218","Monmouthshire","en_GB"
"1219","Neath Port Talbot","en_US"
"1219","Neath Port Talbot","en_GB"
"1220","Newport","en_US"
"1220","Newport","en_GB"
"1221","Pembrokeshire","en_US"
"1221","Pembrokeshire","en_GB"
"1222","Powys","en_US"
"1222","Powys","en_GB"
"Cynon","""Rhondda","Taff"""
"Cynon","""Rhondda","Taff"""
"1224","Swansea","en_US"
"1224","Swansea","en_GB"
"1225","Torfaen","en_US"
"1225","Torfaen","en_GB"
"The""","""Vale of Glamorgan","1226"
"The""","""Vale of Glamorgan","1226"
"1227","Wrexham","en_US"
"1227","Wrexham","en_GB"
"1228","Avon","en_US"
"1228","Avon","en_GB"
"1229","Ayrshire","en_US"
"1229","Ayrshire","en_GB"
"1230","Greater London","en_US"
"1230","Greater London","en_GB"
"1231","Cheshire","en_US"
"1231","Cheshire","en_GB"
"1232","Clwyd","en_US"
"1232","Clwyd","en_GB"
"1233","Inverness-shire","en_US"
"1233","Inverness-shire","en_GB"
"1234","South yorkshire","en_US"
"1234","South yorkshire","en_GB"
"1235","Sussex","en_US"
"1235","Sussex","en_GB"
"1236","West Midlands","en_US"
"1236","West Midlands","en_GB"
"1237","Isle of Man","en_US"
"1237","Isle of Man","en_GB"
"1238","1st Colonial National Bank","en_US"
"1238","1st Colonial National Bank","en_GB"
"1239","Cooperative Bank plc","en_US"
"1239","Cooperative Bank plc","en_GB"
"1240","Banque Alternative Suisse","en_US"
"1240","Banque Alternative Suisse","en_GB"
"1241","Bank of America","en_US"
"1241","Bank of America","en_GB"
"1242","Bank of Bermuda","en_US"
"1242","Bank of Bermuda","en_GB"
"1243","Bank of Scotland","en_US"
"1243","Bank of Scotland","en_GB"
"1244","Barclays","en_US"
"1244","Barclays","en_GB"
"1245","Butterfield Bank","en_US"
"1245","Butterfield Bank","en_GB"
"1246","C Hoare & Co","en_US"
"1246","C Hoare & Co","en_GB"
"1247","Sovereign","en_US"
"1247","Sovereign","en_GB"
"1248","Citibank","en_US"
"1248","Citibank","en_GB"
"1249","LCL","en_US"
"1249","LCL","en_GB"
"1250","City of Boston Credit Union","en_US"
"1250","City of Boston Credit Union","en_GB"
"1251","Ulster Bank","en_US"
"1251","Ulster Bank","en_GB"
"NA""","""Commerce Bank","1252"
"NA""","""Commerce Bank","1252"
"1253","Cooperative Bank plc","en_US"
"1253","Cooperative Bank plc","en_GB"
"1254","Coutts & Co","en_US"
"1254","Coutts & Co","en_GB"
"1255","Eastern Bank","en_US"
"1255","Eastern Bank","en_GB"
"1256","First Direct","en_US"
"1256","First Direct","en_GB"
"1257","Halifax","en_US"
"1257","Halifax","en_GB"
"1258","HBOS","en_US"
"1258","HBOS","en_GB"
"1259","HSBC","en_US"
"1259","HSBC","en_GB"
"1260","HSBC International","en_US"
"1260","HSBC International","en_GB"
"1261","Comdirect","en_US"
"1261","Comdirect","en_GB"
"1262","Raiffeisen Bank","en_US"
"1262","Raiffeisen Bank","en_GB"
"1263","Lloyds TSB","en_US"
"1263","Lloyds TSB","en_GB"
"1264","Basler Kantonalbank","en_US"
"1264","Basler Kantonalbank","en_GB"
"1265","?Banque Alternative Suisse","en_US"
"1265","?Banque Alternative Suisse","en_GB"
"1266","Intelligent Finance","en_US"
"1266","Intelligent Finance","en_GB"
"1267","Nationwide","en_US"
"1267","Nationwide","en_GB"
"1268","TSB","en_US"
"1268","TSB","en_GB"
"1269","Natwest","en_US"
"1269","Natwest","en_GB"
"1270","Lloyds Bank","en_US"
"1270","Lloyds Bank","en_GB"
"1271","New Alliance Bank","en_US"
"1271","New Alliance Bank","en_GB"
"1272","Nutmeg State Federal Credit Union","en_US"
"1272","Nutmeg State Federal Credit Union","en_GB"
"1273","First Trust Bank","en_US"
"1273","First Trust Bank","en_GB"
"1274","RBOS","en_US"
"1274","RBOS","en_GB"
"1275","Regions","en_US"
"1275","Regions","en_GB"
"1276","Smile","en_US"
"1276","Smile","en_GB"
"1277","Strata Bank","en_US"
"1277","Strata Bank","en_GB"
"1278","TD Banknorth","en_US"
"1278","TD Banknorth","en_GB"
"1279","The Cooperative Bank","en_US"
"1279","The Cooperative Bank","en_GB"
"1280","The One Account","en_US"
"1280","The One Account","en_GB"
"1281","Virgin One","en_US"
"1281","Virgin One","en_GB"
"1282","Wachovia","en_US"
"1282","Wachovia","en_GB"
"1283","Webster Bank","en_US"
"1283","Webster Bank","en_GB"
"1284","Wells Fargo","en_US"
"1284","Wells Fargo","en_GB"
"1285","Westborough Bank","en_US"
"1285","Westborough Bank","en_GB"
"1286","Huntington National Bank","en_US"
"1286","Huntington National Bank","en_GB"
"1287","Brookline Cooperative","en_US"
"1287","Brookline Cooperative","en_GB"
"1288","Sun Trust Bank","en_US"
"1288","Sun Trust Bank","en_GB"
"1289","Kennebunk Savings","en_US"
"1289","Kennebunk Savings","en_GB"
"1290","Digital Federal Credit Union","en_US"
"1290","Digital Federal Credit Union","en_GB"
"1291","Harvard Credit Union","en_US"
"1291","Harvard Credit Union","en_GB"
"NA""","""Bank One","1292"
"NA""","""Bank One","1292"
"1293","First Credit Union","en_US"
"1293","First Credit Union","en_GB"
"1294","First National Bank of Suffield","en_US"
"1294","First National Bank of Suffield","en_GB"
"1295","Coventry Building Society","en_US"
"1295","Coventry Building Society","en_GB"
"1296","Washington Mutual Bank","en_US"
"1296","Washington Mutual Bank","en_GB"
"1297","Navy Federal Credit Union","en_US"
"1297","Navy Federal Credit Union","en_GB"
"1298","Bethpage Federal Credit Union","en_US"
"1298","Bethpage Federal Credit Union","en_GB"
"CH-1832 Egg""","""Zuercher Kantonalbank","1299"
"CH-1832 Egg""","""Zuercher Kantonalbank","1299"
"1300","Bank of Ireland","en_US"
"1300","Bank of Ireland","en_GB"
"1301","Bank of Buterfield","en_US"
"1301","Bank of Buterfield","en_GB"
"1302","Allied Irish","en_US"
"1302","Allied Irish","en_GB"
"1303","Danvers Bank","en_US"
"1303","Danvers Bank","en_GB"
"1304","UBS","en_US"
"1304","UBS","en_GB"
"Romerhofplatz 5","""UBS AG Zurich-Romerhof",""""
"Romerhofplatz 5","""UBS AG Zurich-Romerhof",""""
"1306","Credit Agricole","en_US"
"1306","Credit Agricole","en_GB"
"1307","Zuercher Kantonalbank CH-8010","en_US"
"1307","Zuercher Kantonalbank CH-8010","en_GB"
"1308","UNITED OVERSEAS BANK LIMITED","en_US"
"1308","UNITED OVERSEAS BANK LIMITED","en_GB"
"1309","HSBC Singapore","en_US"
"1309","HSBC Singapore","en_GB"
"CH-Zurich""","""Credit Suisse","1310"
"CH-Zurich""","""Credit Suisse","1310"
"1311","New Horizons","en_US"
"1311","New Horizons","en_GB"
"1312","Associated Credit Union","en_US"
"1312","Associated Credit Union","en_GB"
"1313","Societe Generale","en_US"
"1313","Societe Generale","en_GB"
"1314","POSB","en_US"
"1314","POSB","en_GB"
"1315","RBS","en_US"
"1315","RBS","en_GB"
"1316","Schwyzer Kantonal Bank","en_US"
"1316","Schwyzer Kantonal Bank","en_GB"
"1317","BNP Paribas","en_US"
"1317","BNP Paribas","en_GB"
"1318","Permanent TSB","en_US"
"1318","Permanent TSB","en_GB"
"1319","Baloise","en_US"
"1319","Baloise","en_GB"
"1320","Clydesdale","en_US"
"1320","Clydesdale","en_GB"
"1321","Citizens","en_US"
"1321","Citizens","en_GB"
"1322","Peoples Bank","en_US"
"1322","Peoples Bank","en_GB"
"1323","St James Place Bank","en_US"
"1323","St James Place Bank","en_GB"
"1324","Century","en_US"
"1324","Century","en_GB"
"1325","The Royal Bank of Scotland","en_US"
"1325","The Royal Bank of Scotland","en_GB"
"1326","Barclays Premier","en_US"
"1326","Barclays Premier","en_GB"
"1327","ING-Diba","en_US"
"1327","ING-Diba","en_GB"
"1328","Sparda-Bank West","en_US"
"1328","Sparda-Bank West","en_GB"
"1329","Santander","en_US"
"1329","Santander","en_GB"
"1330","Norwich & Peterborough Building Society","en_US"
"1330","Norwich & Peterborough Building Society","en_GB"
"1331","Aargavische Kantonalbank","en_US"
"1331","Aargavische Kantonalbank","en_GB"
"1332","Aargauische Kantonalbank","en_US"
"1332","Aargauische Kantonalbank","en_GB"
"1333","United Overseas Bank Singapore","en_US"
"1333","United Overseas Bank Singapore","en_GB"
"1334","ZKB Privatkonto","en_US"
"1334","ZKB Privatkonto","en_GB"
"1335","PostFinance","en_US"
"1335","PostFinance","en_GB"
"1336","National Irish Bank","en_US"
"1336","National Irish Bank","en_GB"
"1337","Targobank","en_US"
"1337","Targobank","en_GB"
"1338","Country Bank Savings","en_US"
"1338","Country Bank Savings","en_GB"
"1339","Sarda-Bank West","en_US"
"1339","Sarda-Bank West","en_GB"
"1340","Zuger Kantonalbank","en_US"
"1340","Zuger Kantonalbank","en_GB"
"1341","Barclays Wealth","en_US"
"1341","Barclays Wealth","en_GB"
"1342","Nedbank","en_US"
"1342","Nedbank","en_GB"
"1343","Bridgewater Credit Union","en_US"
"1343","Bridgewater Credit Union","en_GB"
"1344","Abbey","en_US"
"1344","Abbey","en_GB"
"1345","UBS Zurich","en_US"
"1345","UBS Zurich","en_GB"
"1346","Post Office Savings Bank","en_US"
"1346","Post Office Savings Bank","en_GB"
"1347","Migros Bank Zurich","en_US"
"1347","Migros Bank Zurich","en_GB"
"1348","UBS AG","en_US"
"1348","UBS AG","en_GB"
"1349","Swiss Post -Post Finance","en_US"
"1349","Swiss Post -Post Finance","en_GB"
"1350","Seb Bank Munchen","en_US"
"1350","Seb Bank Munchen","en_GB"
"1351","BankNorth Massachusetts","en_US"
"1351","BankNorth Massachusetts","en_GB"
"1352","ZKB Winterthur","en_US"
"1352","ZKB Winterthur","en_GB"
"1353","Farmers State Bank","en_US"
"1353","Farmers State Bank","en_GB"
"1354","DBS","en_US"
"1354","DBS","en_GB"
"1355","Alternative Bank Schweiz  AG","en_US"
"1355","Alternative Bank Schweiz  AG","en_GB"
"1356","Yorkshire","en_US"
"1356","Yorkshire","en_GB"
"1357","Post Konto Bank","en_US"
"1357","Post Konto Bank","en_GB"
"1358","Zuercher Kantonalbank","en_US"
"1358","Zuercher Kantonalbank","en_GB"
"1359","HSBC France","en_US"
"1359","HSBC France","en_GB"
"1360","Cahoot","en_US"
"1360","Cahoot","en_GB"
"1361","Westpac","en_US"
"1361","Westpac","en_GB"
"1362","Unassigned","en_US"
"1362","Unassigned","en_GB"
"1363","White British","en_US"
"1363","White British","en_GB"
"1364","White Irish","en_US"
"1364","White Irish","en_GB"
"1365","White","en_US"
"1365","White","en_GB"
"1366","Mixed","en_US"
"1366","Mixed","en_GB"
"1367","Indian","en_US"
"1367","Indian","en_GB"
"1368","Pakistani","en_US"
"1368","Pakistani","en_GB"
"1369","Bangladeshi","en_US"
"1369","Bangladeshi","en_GB"
"1370","Other Asian","en_US"
"1370","Other Asian","en_GB"
"1371","Black Carribean","en_US"
"1371","Black Carribean","en_GB"
"1372","Black African","en_US"
"1372","Black African","en_GB"
"1373","Chinese","en_US"
"1373","Chinese","en_GB"
"1374","Other","en_US"
"1374","Other","en_GB"
"1375","No","en_US"
"1375","No","en_GB"
"1376","Yes","en_US"
"1376","Yes","en_GB"
"1377","Spouse","en_US"
"1377","Spouse","en_GB"
"1378","Child","en_US"
"1378","Child","en_GB"
"1379","Parent","en_US"
"1379","Parent","en_GB"
"1380","Sibling","en_US"
"1380","Sibling","en_GB"
"1381","Other","en_US"
"1381","Other","en_GB"
"1382","Aunt","en_US"
"1382","Aunt","en_GB"
"1383","Cousin","en_US"
"1383","Cousin","en_GB"
"1384","In-Law","en_US"
"1384","In-Law","en_GB"
"1385","Niece","en_US"
"1385","Niece","en_GB"
"1386","Nephew","en_US"
"1386","Nephew","en_GB"
"1387","Uncle","en_US"
"1387","Uncle","en_GB"
"1388","Grandchild","en_US"
"1388","Grandchild","en_GB"
"1389","Partner","en_US"
"1389","Partner","en_GB"
"1390","Friend","en_US"
"1390","Friend","en_GB"
"1391","Increased Responsibilities","en_US"
"1391","Increased Responsibilities","en_GB"
"1392","Market Adjustment","en_US"
"1392","Market Adjustment","en_GB"
"1393","Reduction in Responsibility","en_US"
"1393","Reduction in Responsibility","en_GB"
"1394","Bonus Potential Change","en_US"
"1394","Bonus Potential Change","en_GB"
"1395","Transfer","en_US"
"1395","Transfer","en_GB"
"1396","Relocation","en_US"
"1396","Relocation","en_GB"
"1397","Other Reason","en_US"
"1397","Other Reason","en_GB"
"1398","Promotion","en_US"
"1398","Promotion","en_GB"
"1399","HR Manager","en_US"
"1399","HR Manager","en_GB"
"1400","Second Line Manager","en_US"
"1400","Second Line Manager","en_GB"
"1401","Additional Manager","en_US"
"1401","Additional Manager","en_GB"
"1402","Matrix Manager","en_US"
"1402","Matrix Manager","en_GB"
"1403","Performance Manager","en_US"
"1403","Performance Manager","en_GB"
"1404","Cork","en_US"
"1404","Cork","en_GB"
"1405","Clare","en_US"
"1405","Clare","en_GB"
"1406","Cavan","en_US"
"1406","Cavan","en_GB"
"1407","Carlow","en_US"
"1407","Carlow","en_GB"
"1408","Dublin","en_US"
"1408","Dublin","en_GB"
"1409","Donegal","en_US"
"1409","Donegal","en_GB"
"1410","Galway","en_US"
"1410","Galway","en_GB"
"1411","Kildare","en_US"
"1411","Kildare","en_GB"
"1412","Kilkenny","en_US"
"1412","Kilkenny","en_GB"
"1413","Kerry","en_US"
"1413","Kerry","en_GB"
"1414","Longford","en_US"
"1414","Longford","en_GB"
"1415","Louth","en_US"
"1415","Louth","en_GB"
"1416","Limerick","en_US"
"1416","Limerick","en_GB"
"1417","Leitrim","en_US"
"1417","Leitrim","en_GB"
"1418","Laois","en_US"
"1418","Laois","en_GB"
"1419","Meath","en_US"
"1419","Meath","en_GB"
"1420","Monaghan","en_US"
"1420","Monaghan","en_GB"
"1421","Mayo","en_US"
"1421","Mayo","en_GB"
"1422","Offaly","en_US"
"1422","Offaly","en_GB"
"1423","Roscommon","en_US"
"1423","Roscommon","en_GB"
"1424","Sligo","en_US"
"1424","Sligo","en_GB"
"1425","Tipperary","en_US"
"1425","Tipperary","en_GB"
"1426","Waterford","en_US"
"1426","Waterford","en_GB"
"1427","Westmeath","en_US"
"1427","Westmeath","en_GB"
"1428","Wicklow","en_US"
"1428","Wicklow","en_GB"
"1429","Wexford","en_US"
"1429","Wexford","en_GB"
"1430","Dublin 3","en_US"
"1430","Dublin 3","en_GB"
"1431","Dublin 24","en_US"
"1431","Dublin 24","en_GB"
"1432","Co. Wicklow","en_US"
"1432","Co. Wicklow","en_GB"
"1433","Co. Dublin","en_US"
"1433","Co. Dublin","en_GB"
"1434","Ireland","en_US"
"1434","Ireland","en_GB"
"1435","Dublin 9","en_US"
"1435","Dublin 9","en_GB"
"1436","Executive/Admin/Managerial","en_US"
"1436","Executive/Admin/Managerial","en_GB"
"1437","Faculty","en_US"
"1437","Faculty","en_GB"
"1438","Professional Non-Faculty","en_US"
"1438","Professional Non-Faculty","en_GB"
"1439","Secretarial/Clerical","en_US"
"1439","Secretarial/Clerical","en_GB"
"1440","Technical/Paraprofessional","en_US"
"1440","Technical/Paraprofessional","en_GB"
"1441","Skilled Crafts","en_US"
"1441","Skilled Crafts","en_GB"
"1442","Service Maintenance Workers","en_US"
"1442","Service Maintenance Workers","en_GB"
"1443","No EEO-6 Reporting","en_US"
"1443","No EEO-6 Reporting","en_GB"
"1444","Product 1","en_GB"
"1445","Product 2","en_GB"
"1446","Product 3","en_GB"
"1447","Product 4","en_GB"
"1448","Product 5","en_GB"
"1449","Product 6","en_GB"
"1450","Product 7","en_GB"
"1451","Product 8","en_GB"
"1452","Product 9","en_GB"
"1453","Product 10","en_GB"
"1454","Product 11","en_GB"
"1455","Product 12","en_GB"
"1456","Product 13","en_GB"
"1457","Product 14","en_GB"
"1458","Product 15","en_GB"
"1459","Product 16","en_GB"
"1460","Product 17","en_GB"
"1461","Product 18","en_GB"
"1462","Product 19","en_GB"
"1463","Product 20","en_GB"
"1464","Product 21","en_GB"
"1465","Product 22","en_GB"
"1466","Product 23","en_GB"
"1444","Product 1","en_US"
"1445","Product 2","en_US"
"1446","Product 3","en_US"
"1447","Product 4","en_US"
"1448","Product 5","en_US"
"1449","Product 6","en_US"
"1450","Product 7","en_US"
"1451","Product 8","en_US"
"1452","Product 9","en_US"
"1453","Product 10","en_US"
"1454","Product 11","en_US"
"1455","Product 12","en_US"
"1456","Product 13","en_US"
"1457","Product 14","en_US"
"1458","Product 15","en_US"
"1459","Product 16","en_US"
"1460","Product 17","en_US"
"1461","Product 18","en_US"
"1462","Product 19","en_US"
"1463","Product 20","en_US"
"1464","Product 21","en_US"
"1465","Product 22","en_US"
"1466","Product 23","en_US"
"1467","Algerian","en_US"
"1467","Algerian","en_GB"
"1468","American/British","en_US"
"1468","American/British","en_GB"
"1469","American","en_US"
"1469","American","en_GB"
"1470","Argentinean","en_US"
"1470","Argentinean","en_GB"
"1471","Australian / Swiss","en_US"
"1471","Australian / Swiss","en_GB"
"1472","Australian","en_US"
"1472","Australian","en_GB"
"1473","Austrian","en_US"
"1473","Austrian","en_GB"
"1474","Bahraini","en_US"
"1474","Bahraini","en_GB"
"1475","Bangladeshi","en_US"
"1475","Bangladeshi","en_GB"
"1476","Belgian","en_US"
"1476","Belgian","en_GB"
"1477","Bermudian","en_US"
"1477","Bermudian","en_GB"
"1478","Blank","en_US"
"1478","Blank","en_GB"
"1479","Brazilian","en_US"
"1479","Brazilian","en_GB"
"1480","British / American","en_US"
"1480","British / American","en_GB"
"1481","British / Australian","en_US"
"1481","British / Australian","en_GB"
"1482","British Canadian","en_US"
"1482","British Canadian","en_GB"
"1483","British","en_US"
"1483","British","en_GB"
"1484","British / Nigerian","en_US"
"1484","British / Nigerian","en_GB"
"1485","British / South African","en_US"
"1485","British / South African","en_GB"
"1486","Bruneian","en_US"
"1486","Bruneian","en_GB"
"1487","Bulgarian","en_US"
"1487","Bulgarian","en_GB"
"1488","Canadian","en_US"
"1488","Canadian","en_GB"
"1489","Chinese","en_US"
"1489","Chinese","en_GB"
"1490","Colombian","en_US"
"1490","Colombian","en_GB"
"1491","Cypriot","en_US"
"1491","Cypriot","en_GB"
"1492","Danish","en_US"
"1492","Danish","en_GB"
"1493","Declined To State","en_US"
"1493","Declined To State","en_GB"
"1494","Dutch","en_US"
"1494","Dutch","en_GB"
"1495","Egyptian","en_US"
"1495","Egyptian","en_GB"
"1496","Emirati","en_US"
"1496","Emirati","en_GB"
"1497","English French","en_US"
"1497","English French","en_GB"
"1498","English","en_US"
"1498","English","en_GB"
"1499","Finnish","en_US"
"1499","Finnish","en_GB"
"1500","French","en_US"
"1500","French","en_GB"
"1501","German","en_US"
"1501","German","en_GB"
"1502","Ghanaian","en_US"
"1502","Ghanaian","en_GB"
"1503","Greek-Cypriot","en_US"
"1503","Greek-Cypriot","en_GB"
"1504","Indian","en_US"
"1504","Indian","en_GB"
"1505","Indonesian","en_US"
"1505","Indonesian","en_GB"
"1506","Irish","en_US"
"1506","Irish","en_GB"
"1507","Irish-South African","en_US"
"1507","Irish-South African","en_GB"
"1508","Israeli","en_US"
"1508","Israeli","en_GB"
"1509","Italian","en_US"
"1509","Italian","en_GB"
"1510","Japanese","en_US"
"1510","Japanese","en_GB"
"1511","Jordanian","en_US"
"1511","Jordanian","en_GB"
"1512","Kenyan","en_US"
"1512","Kenyan","en_GB"
"1513","Kosovian","en_US"
"1513","Kosovian","en_GB"
"1514","Kuwaiti","en_US"
"1514","Kuwaiti","en_GB"
"1515","Lebanese","en_US"
"1515","Lebanese","en_GB"
"1516","Lithuanian","en_US"
"1516","Lithuanian","en_GB"
"1517","Malaysian","en_US"
"1517","Malaysian","en_GB"
"1518","Mauritian","en_US"
"1518","Mauritian","en_GB"
"1519","Mexican","en_US"
"1519","Mexican","en_GB"
"1520","New Zealander","en_US"
"1520","New Zealander","en_GB"
"1521","Nigerian","en_US"
"1521","Nigerian","en_GB"
"1522","Not Advised","en_US"
"1522","Not Advised","en_GB"
"1523","Omani","en_US"
"1523","Omani","en_GB"
"1524","Pakistani","en_US"
"1524","Pakistani","en_GB"
"1525","Palestinian","en_US"
"1525","Palestinian","en_GB"
"1526","Philipinos","en_US"
"1526","Philipinos","en_GB"
"1527","Polish","en_US"
"1527","Polish","en_GB"
"1528","Portugese","en_US"
"1528","Portugese","en_GB"
"1529","Qatari","en_US"
"1529","Qatari","en_GB"
"1530","Romanian","en_US"
"1530","Romanian","en_GB"
"1531","Russian","en_US"
"1531","Russian","en_GB"
"1532","Saudi Arabian","en_US"
"1532","Saudi Arabian","en_GB"
"1533","Singaporean","en_US"
"1533","Singaporean","en_GB"
"1534","Somali","en_US"
"1534","Somali","en_GB"
"1535","Spanish","en_US"
"1535","Spanish","en_GB"
"1536","Sri Lankan","en_US"
"1536","Sri Lankan","en_GB"
"1537","South African","en_US"
"1537","South African","en_GB"
"1538","Sudanese","en_US"
"1538","Sudanese","en_GB"
"1539","Swedish","en_US"
"1539","Swedish","en_GB"
"1540","Swiss","en_US"
"1540","Swiss","en_GB"
"1541","Swiss/Canadian","en_US"
"1541","Swiss/Canadian","en_GB"
"1542","Swiss / Italian","en_US"
"1542","Swiss / Italian","en_GB"
"1543","Syrian","en_US"
"1543","Syrian","en_GB"
"1544","Taiwenese","en_US"
"1544","Taiwenese","en_GB"
"1545","Tanzanian","en_US"
"1545","Tanzanian","en_GB"
"1546","Thai","en_US"
"1546","Thai","en_GB"
"1547","Vietnamese","en_US"
"1547","Vietnamese","en_GB"
"1548","Yemeni","en_US"
"1548","Yemeni","en_GB"
"1549","Zimbabwean","en_US"
"1549","Zimbabwean","en_GB"
"1550","1","en_US"
"1550","1","en_GB"
"1551","2","en_US"
"1551","2","en_GB"
"1552","3","en_US"
"1552","3","en_GB"
"1553","4","en_US"
"1553","4","en_GB"
"1554","5","en_US"
"1554","5","en_GB"
"1555","Met or exceeded","en_US"
"1555","Met or exceeded","en_GB"
"1556","Some shortfall","en_US"
"1556","Some shortfall","en_GB"
"1557","Significant shortfall","en_US"
"1557","Significant shortfall","en_GB"
"1558","Unacceptable","en_US"
"1558","Unacceptable","en_GB"
"1559","Alabama","en_US"
"1559","Alabama","en_GB"
"1560","Alaska","en_US"
"1560","Alaska","en_GB"
"1561","Arizona","en_US"
"1561","Arizona","en_GB"
"1562","Arkansas","en_US"
"1562","Arkansas","en_GB"
"1563","California","en_US"
"1563","California","en_GB"
"1564","Colorado","en_US"
"1564","Colorado","en_GB"
"1565","Connecticut","en_US"
"1565","Connecticut","en_GB"
"1566","Delaware","en_US"
"1566","Delaware","en_GB"
"1567","District of Columbia","en_US"
"1567","District of Columbia","en_GB"
"1568","Florida","en_US"
"1568","Florida","en_GB"
"1569","Georgia","en_US"
"1569","Georgia","en_GB"
"1570","Hawaii","en_US"
"1570","Hawaii","en_GB"
"1571","Idaho","en_US"
"1571","Idaho","en_GB"
"1572","Illinois","en_US"
"1572","Illinois","en_GB"
"1573","Indiana","en_US"
"1573","Indiana","en_GB"
"1574","Iowa","en_US"
"1574","Iowa","en_GB"
"1575","Kansas","en_US"
"1575","Kansas","en_GB"
"1576","Kentucky","en_US"
"1576","Kentucky","en_GB"
"1577","Louisiana","en_US"
"1577","Louisiana","en_GB"
"1578","Maine","en_US"
"1578","Maine","en_GB"
"1579","Maryland","en_US"
"1579","Maryland","en_GB"
"1580","Massachusetts","en_US"
"1580","Massachusetts","en_GB"
"1581","Michigan","en_US"
"1581","Michigan","en_GB"
"1582","Minnesota","en_US"
"1582","Minnesota","en_GB"
"1583","Mississippi","en_US"
"1583","Mississippi","en_GB"
"1584","Missouri","en_US"
"1584","Missouri","en_GB"
"1585","Montana","en_US"
"1585","Montana","en_GB"
"1586","Nebraska","en_US"
"1586","Nebraska","en_GB"
"1587","Nevada","en_US"
"1587","Nevada","en_GB"
"1588","New Hampshire","en_US"
"1588","New Hampshire","en_GB"
"1589","New Jersey","en_US"
"1589","New Jersey","en_GB"
"1590","New Mexico","en_US"
"1590","New Mexico","en_GB"
"1591","New York","en_US"
"1591","New York","en_GB"
"1592","North Carolina","en_US"
"1592","North Carolina","en_GB"
"1593","North Dakota","en_US"
"1593","North Dakota","en_GB"
"1594","Ohio","en_US"
"1594","Ohio","en_GB"
"1595","Oklahoma","en_US"
"1595","Oklahoma","en_GB"
"1596","Oregon","en_US"
"1596","Oregon","en_GB"
"1597","Pennsylvania","en_US"
"1597","Pennsylvania","en_GB"
"1598","Rhode Island","en_US"
"1598","Rhode Island","en_GB"
"1599","South Carolina","en_US"
"1599","South Carolina","en_GB"
"1600","South Dakota","en_US"
"1600","South Dakota","en_GB"
"1601","Tennessee","en_US"
"1601","Tennessee","en_GB"
"1602","Texas","en_US"
"1602","Texas","en_GB"
"1603","Utah","en_US"
"1603","Utah","en_GB"
"1604","Vermont","en_US"
"1604","Vermont","en_GB"
"1605","Virginia","en_US"
"1605","Virginia","en_GB"
"1606","Washington","en_US"
"1606","Washington","en_GB"
"1607","West Virginia","en_US"
"1607","West Virginia","en_GB"
"1608","Wisconsin","en_US"
"1608","Wisconsin","en_GB"
"1609","Wyoming","en_US"
"1609","Wyoming","en_GB"
"1610","American Samoa","en_US"
"1610","American Samoa","en_GB"
"1611","Federated States of Micronesia","en_US"
"1611","Federated States of Micronesia","en_GB"
"1612","Guam","en_US"
"1612","Guam","en_GB"
"1613","Marshall Islands","en_US"
"1613","Marshall Islands","en_GB"
"1614","Northern Mariana Islands","en_US"
"1614","Northern Mariana Islands","en_GB"
"1615","Puerto Rico","en_US"
"1615","Puerto Rico","en_GB"
"1616","Palau","en_US"
"1616","Palau","en_GB"
"1617","Virgin Islands","en_US"
"1617","Virgin Islands","en_GB"
"1618","Yes","en_US"
"1618","Yes","en_GB"
"1619","No","en_US"
"1619","No","en_GB"
"1620","Pending","en_US"
"1620","Pending","en_GB"
"1621","Mr","en_US"
"1621","Mr","en_GB"
"1622","Mrs","en_US"
"1622","Mrs","en_GB"
"1623","Ms","en_US"
"1623","Ms","en_GB"
"1624","Baron","en_US"
"1624","Baron","en_GB"
"1625","Baroness","en_US"
"1625","Baroness","en_GB"
"1626","Doctor","en_US"
"1626","Doctor","en_GB"
"1627","Miss","en_US"
"1627","Miss","en_GB"
"1628","Professor","en_US"
"1628","Professor","en_GB"
"1629","Reverend","en_US"
"1629","Reverend","en_GB"
"1630","Sir","en_US"
"1630","Sir","en_GB"
"1631","Ain","en_US"
"1631","Ain","en_GB"
"1632","Aisne","en_US"
"1632","Aisne","en_GB"
"1633","Allier","en_US"
"1633","Allier","en_GB"
"1634","Alpes-de-Haute-Provence","en_US"
"1634","Alpes-de-Haute-Provence","en_GB"
"1635","Hautes-Alpes","en_US"
"1635","Hautes-Alpes","en_GB"
"1636","Alpes-Maritimes","en_US"
"1636","Alpes-Maritimes","en_GB"
"1637","Ard?che","en_US"
"1637","Ard?che","en_GB"
"1638","Ardennes","en_US"
"1638","Ardennes","en_GB"
"1639","Ari?ge","en_US"
"1639","Ari?ge","en_GB"
"1640","Aube","en_US"
"1640","Aube","en_GB"
"1641","Aude","en_US"
"1641","Aude","en_GB"
"1642","Aveyron","en_US"
"1642","Aveyron","en_GB"
"1643","Bouches-du-Rh?ne","en_US"
"1643","Bouches-du-Rh?ne","en_GB"
"1644","Calvados","en_US"
"1644","Calvados","en_GB"
"1645","Cantal","en_US"
"1645","Cantal","en_GB"
"1646","Charente","en_US"
"1646","Charente","en_GB"
"1647","Charente-Maritime","en_US"
"1647","Charente-Maritime","en_GB"
"1648","Cher","en_US"
"1648","Cher","en_GB"
"1649","Corr?ze","en_US"
"1649","Corr?ze","en_GB"
