"EMPLOYEE_ID","EMP_PAYCOMP_RECUR_ID","COMPENSATION_ID","PAY_COMPONENT_ICODE","CURRENCY","PAYCOMPVALUE","FREQUENCY","CUSTOM_NUM10","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","TRANSACTION_SEQUENCE_NUMBER"
"E100329","22108","13497","81","GBP","54100","42",,"20120501","20121031","1"
"E100329","22109","13502","81","GBP","54850","42",,"20121101","20130331","1"
"E100329","22110","13507","81","GBP","60400","42",,"20130401","20130531","1"
"E100329","22111","13512","81","GBP","75000","42",,"20130601","20140331","1"
"E100329","22112","13517","81","GBP","77250","42",,"20140401","20140731","1"
"E100329","22113","13521","81","GBP","78750","42",,"20140801","20150331","1"
"E100329","22114","13526","81","GBP","80750","42",,"20150401","20150731","1"
"E100329","22115","13531","81","GBP","82250","42",,"20150801","20150801","1"
"E100329","22116","13537","81","GBP","97250","42",,"20150802","20160331","1"
"E100329","22117","13542","81","GBP","110000","42",,"20160401","99991231","1"
"E100330","22118","13544","81","GBP","60000","42",,"20090428","20100331","1"
"E100330","22119","13549","81","GBP","61500","42",,"20100401","20100506","1"
"E100330","22120","13552","81","GBP","61500","42",,"20100507","20130331","1"
"E100330","22121","13556","81","GBP","63000","42",,"20130401","20150105","1"
"E100330","22122","13559","81","GBP","65000","42",,"20150106","99991231","1"
"E100331","22123","13563","81","GBP","23000","42",,"20090512","20100331","1"
"E100331","22124","13567","81","GBP","23700","42",,"20100401","20100802","1"
"E100331","22125","13571","81","GBP","26000","42",,"20100803","20110331","1"
"E100331","22126","13577","81","GBP","27200","42",,"20110401","20111130","1"
"E100331","22127","13582","81","GBP","27450","42",,"20111201","20120228","1"
"E100331","22128","13587","81","GBP","27700","42",,"20120301","20120331","1"
"E100331","22129","13592","81","GBP","29800","42",,"20120401","20130331","1"
"E100331","22130","13597","81","GBP","31500","42",,"20130401","20130930","1"
"E100331","22131","13601","81","GBP","34000","42",,"20131001","20140331","1"
"E100328","22094","13425","81","GBP","27500","42",,"20110401","20120331","1"
"E100179","21083","12943","81","GBP","60620","42",,"20160401","99991231","1"
"E100180","21084","12944","81","GBP","45000","42",,"20070724","20070806","1"
"E100180","21085","12945","81","GBP","45000","42",,"20070807","20071231","1"
"E100180","21086","12946","81","GBP","45250","42",,"20080101","20080331","1"
"E100180","21087","12947","81","GBP","47300","42",,"20080401","20080630","1"
"E100180","21088","12948","81","GBP","47550","42",,"20080701","20090331","1"
"E100180","21089","12949","81","GBP","49800","42",,"20090401","20090430","1"
"E100180","21090","12950","81","GBP","49800","42",,"20090501","20100331","1"
"E100180","21091","12951","81","GBP","52700","42",,"20100401","20101231","1"
"E100180","21092","12952","81","GBP","58000","42",,"20110101","20111031","1"
"E100180","21093","12953","81","GBP","58300","42",,"20111101","20120331","1"
"E100180","21094","12954","81","GBP","60200","42",,"20120401","20120430","1"
"E100180","21095","12955","81","GBP","60500","42",,"20120501","20130331","1"
"E100180","21096","12956","81","GBP","62500","42",,"20130401","20131031","1"
"E100180","21097","12957","81","GBP","72000","42",,"20131101","20140331","1"
"E100180","21098","12958","81","GBP","74750","42",,"20140401","20140630","1"
"E100180","21099","12959","81","GBP","85000","42",,"20140701","20150331","1"
"E100180","21100","12960","81","GBP","87550","42",,"20150401","20151231","1"
"E100180","21101","12961","81","GBP","87550.9","42",,"20160101","20160101","1"
"E100180","21102","12962","81","GBP","87825.87","42",,"20160102","20160131","1"
"E100180","21103","12963","81","GBP","88100.85","42",,"20160201","20160228","1"
"E100180","21104","12964","81","GBP","88329.99","42",,"20160301","20160331","1"
"E100180","21105","12965","81","GBP","88834.1","42",,"20160401","20160430","1"
"E100180","21106","12966","81","GBP","89109.07","42",,"20160501","20170131","1"
"E100181","21107","12967","81","GBP","62000","42",,"20070807","20080331","1"
"E100181","21108","12968","81","GBP","64800","42",,"20080401","20090331","1"
"E100181","21109","12969","81","GBP","73750","42",,"20090401","20100331","1"
"E100181","21110","12970","81","GBP","76400","42",,"20100401","20100506","1"
"E100181","21111","12971","81","GBP","76400","42",,"20100507","20110331","1"
"E100181","21112","12972","81","GBP","77900","42",,"20110401","20120331","1"
"E100181","21113","12973","81","GBP","79500","42",,"20120401","20130331","1"
"E100181","21114","12974","81","GBP","82700","42",,"20130401","20131130","1"
"E100181","21115","12975","81","GBP","49620","42",,"20131201","20140331","1"
"E100181","21116","12976","81","GBP","50860","42",,"20140401","20141231","1"
"E100181","21117","12977","81","GBP","72000","42",,"20150101","20160331","1"
"E100181","21118","12978","81","GBP","73800","42",,"20160401","99991231","1"
"E100182","21119","12979","81","GBP","25000","42",,"20070925","20080131","1"
"E100182","21120","12980","81","GBP","25750","42",,"20080201","20080331","1"
"E100182","21121","12981","81","GBP","26800","42",,"20080401","20080630","1"
"E100034","21044","12789","81","GBP","67000","42",,"20080701","20090331","1"
"E100034","21045","12792","81","GBP","70000","42",,"20090401","20100331","1"
"E100034","21046","12794","81","GBP","80100","42",,"20100401","20110331","1"
"E100034","21047","12797","81","GBP","90000","42",,"20110401","20120331","1"
"E100034","21048","12800","81","GBP","100000","42",,"20120401","20130331","1"
"E100034","21049","12802","81","GBP","110000","42",,"20130401","20130831","1"
"E100034","21050","12805","81","GBP","140000","42",,"20130901","20140331","1"
"E100034","21051","12808","81","GBP","144200","42",,"20140401","20140731","1"
"E100034","21052","12810","81","SGD","283948","42",,"20140801","20150331","1"
"E100034","21053","12813","81","SGD","293178","42",,"20150401","20150731","1"
"E100034","21054","12815","81","GBP","148890","42",,"20150801","99991231","1"
"E100178","21055","12915","81","USD","56000","42",,"20070629","20070806","1"
"E100178","21056","12916","81","USD","56000","42",,"20070807","20080331","1"
"E100178","21057","12917","81","USD","57200","42",,"20080401","20090331","1"
"E100178","21058","12918","81","USD","59500","42",,"20090401","20100331","1"
"E100178","21059","12919","81","USD","61300","42",,"20100401","20110331","1"
"E100178","21060","12920","81","USD","62600","42",,"20110401","20120331","1"
"E100178","21061","12921","81","USD","64500","42",,"20120401","20120615","1"
"E100178","21062","12922","81","USD","69500","42",,"20120616","20130331","1"
"E100178","21063","12923","81","USD","71300","42",,"20130401","20140331","1"
"E100178","21064","12924","81","USD","73440","42",,"20140401","20150331","1"
"E100178","21065","12925","81","USD","76380","42",,"20150401","20160331","1"
"E100178","21066","12926","81","USD","78670","42",,"20160401","99991231","1"
"E100179","21067","12927","81","GBP","0","42",,"20070724","20070907","1"
"E100179","21068","12928","81","GBP","0","42",,"20070908","20080923","1"
"E100179","21069","12929","81","GBP","25000","42",,"20080924","20090331","1"
"E100179","21070","12930","81","GBP","26000","42",,"20090401","20090930","1"
"E100179","21071","12931","81","GBP","27500","42",,"20091001","20100331","1"
"E100179","21072","12932","81","GBP","28100","42",,"20100401","20100930","1"
"E100179","21073","12933","81","GBP","32500","42",,"20101001","20110331","1"
"E100179","21074","12934","81","GBP","33100","42",,"20110401","20110930","1"
"E100179","21075","12935","81","GBP","33850","42",,"20111001","20120331","1"
"E100179","21076","12936","81","GBP","37500","42",,"20120401","20120930","1"
"E100179","21077","12937","81","GBP","38250","42",,"20121001","20130331","1"
"E100179","21078","12938","81","GBP","52500","42",,"20130401","20130630","1"
"E100179","21079","12939","81","GBP","53250","42",,"20130701","20140331","1"
"E100179","21080","12940","81","GBP","55250","42",,"20140401","20150331","1"
"E100179","21081","12941","81","GBP","56850","42",,"20150401","20150731","1"
"E100179","21082","12942","81","GBP","58850","42",,"20150801","20160331","1"
"E100032","21005","12600","81","GBP","55000","42",,"20090601","20100331","1"
"E100032","21006","12604","81","GBP","63300","42",,"20100401","20110331","1"
"E100032","21007","12609","81","GBP","67900","42",,"20110401","20110831","1"
"E100032","21008","12614","81","GBP","67900","42",,"20110901","20120331","1"
"E100032","21009","12619","81","GBP","70400","42",,"20120401","20130331","1"
"E100032","21010","12625","81","GBP","73500","42",,"20130401","20140331","1"
"E100032","21011","12630","81","GBP","83000","42",,"20140401","20141231","1"
"E100032","21012","12634","81","GBP","105000","42",,"20150101","20160331","1"
"E100032","21013","12639","81","GBP","109000","42",,"20160401","99991231","1"
"E100033","21014","12644","81","GBP","55000","42",,"20051018","20060331","1"
"E100033","21015","12649","81","GBP","56000","42",,"20060401","20070331","1"
"E100033","21016","12653","81","GBP","61000","42",,"20070401","20070806","1"
"E100033","21017","12658","81","GBP","61000","42",,"20070807","20071031","1"
"E100033","21018","12664","81","GBP","65000","42",,"20071101","20080331","1"
"E100033","21019","12668","81","GBP","68300","42",,"20080401","20081231","1"
"E100033","21020","12673","81","GBP","100000","42",,"20090101","20100331","1"
"E100033","21021","12679","81","GBP","103000","42",,"20100401","20110331","1"
"E100033","21022","12684","81","GBP","106500","42",,"20110401","20120331","1"
"E100033","21023","12688","81","GBP","125000","42",,"20120401","20130331","1"
"E100033","21024","12692","81","GBP","128800","42",,"20130401","20140331","1"
"E100033","21025","12697","81","GBP","132800","42",,"20140401","20150330","1"
"E100033","21026","12701","81","GBP","138000","42",,"20150331","20150331","1"
"E100033","21027","12706","81","GBP","165000","42",,"20150401","20160331","1"
"E100033","21028","12710","81","GBP","170060","42",,"20160401","99991231","1"
"E100034","21029","12715","81","GBP","25000","42",,"20041124","20050630","1"
"E100034","21030","12719","81","GBP","27300","42",,"20050701","20051231","1"
"E100034","21031","12725","81","GBP","27550","42",,"20060101","20060331","1"
"E100034","21032","12733","81","GBP","30000","42",,"20060401","20060401","1"
"E100034","21033","12739","81","GBP","30250","42",,"20060402","20060630","1"
"E100034","21034","12742","81","GBP","32750","42",,"20060701","20060701","1"
"E100034","21035","12747","81","GBP","33050","42",,"20060702","20060702","1"
"E100034","21036","12750","81","GBP","33350","42",,"20060703","20061231","1"
"E100034","21037","12753","81","GBP","33650","42",,"20070101","20070331","1"
"E100034","21038","12757","81","GBP","34150","42",,"20070401","20070401","1"
"E100034","21039","12760","81","GBP","37500","42",,"20070402","20070630","1"
"E100034","21040","12763","81","GBP","37800","42",,"20070701","20070806","1"
"E100034","21041","12779","81","GBP","37800","42",,"20070807","20080331","1"
"E100034","21042","12783","81","GBP","43400","42",,"20080401","20080430","1"
"E100034","21043","12786","81","GBP","55000","42",,"20080501","20080630","1"
"E100030","20966","12411","81","GBP","45000","42",,"20031216","20041231","1"
"E100030","20967","12415","81","GBP","46500","42",,"20050101","20060331","1"
"E100030","20968","12420","81","GBP","49000","42",,"20060401","20070331","1"
"E100030","20969","12425","81","GBP","51000","42",,"20070401","20070806","1"
"E100030","20970","12430","81","GBP","51000","42",,"20070807","20080331","1"
"E100030","20971","12435","81","GBP","53300","42",,"20080401","20080630","1"
"E100030","20972","12440","81","GBP","63000","42",,"20080701","20090331","1"
"E100030","20973","12445","81","GBP","65000","42",,"20090401","20100331","1"
"E100030","20974","12450","81","GBP","67000","42",,"20100401","20100506","1"
"E100030","20975","12455","81","GBP","67000","42",,"20100507","20110331","1"
"E100030","20976","12460","81","GBP","68100","42",,"20110401","20120331","1"
"E100030","20977","12465","81","GBP","70200","42",,"20120401","20130331","1"
"E100030","20978","12470","81","GBP","72000","42",,"20130401","99991231","1"
"E100031","20979","12475","81","GBP","115000","42",,"20030901","20031231","1"
"E100031","20980","12479","81","GBP","127000","42",,"20040101","20041231","1"
"E100031","20981","12487","81","GBP","132000","42",,"20050101","20060331","1"
"E100031","20982","12493","81","GBP","137000","42",,"20060401","20070331","1"
"E100031","20983","12497","81","GBP","140000","42",,"20070401","20070731","1"
"E100031","20984","12502","81","GBP","145000","42",,"20070801","20070806","1"
"E100031","20985","12507","81","GBP","145000","42",,"20070807","20080331","1"
"E100031","20986","12511","81","GBP","150000","42",,"20080401","20080430","1"
"E100031","20987","12516","81","GBP","155000","42",,"20080501","20090331","1"
"E100031","20988","12521","81","GBP","160400","42",,"20090401","20100331","1"
"E100031","20989","12526","81","GBP","163700","42",,"20100401","20130331","1"
"E100031","20990","12530","81","GBP","167900","42",,"20130401","20140331","1"
"E100031","20991","12534","81","GBP","171260","42",,"20140401","20150331","1"
"E100031","20992","12538","81","GBP","176400","42",,"20150401","99991231","1"
"E100032","20993","12547","81","GBP","25000","42",,"20051018","20051231","1"
"E100032","20994","12550","81","GBP","25300","42",,"20060101","20060331","1"
"E100032","20995","12554","81","GBP","26800","42",,"20060401","20060401","1"
"E100032","20996","12558","81","GBP","27050","42",,"20060402","20060630","1"
"E100032","20997","12562","81","GBP","27350","42",,"20060701","20060701","1"
"E100032","20998","12566","81","GBP","27650","42",,"20060702","20060831","1"
"E100032","20999","12570","81","GBP","29450","42",,"20060901","20070331","1"
"E100032","21000","12574","81","GBP","30775","42",,"20070401","20070731","1"
"E100032","21001","12579","81","GBP","34000","42",,"20070801","20070806","1"
"E100032","21002","12584","81","GBP","34000","42",,"20070807","20080331","1"
"E100032","21003","12589","81","GBP","39100","42",,"20080401","20090331","1"
"E100032","21004","12594","81","GBP","42250","42",,"20090401","20090531","1"
"E100027","20927","12219","81","GBP","101250","42",,"20070807","20080331","1"
"E100027","20928","12224","81","GBP","106400","42",,"20080401","20090331","1"
"E100027","20929","12229","81","GBP","110600","42",,"20090401","20100331","1"
"E100027","20930","12238","81","GBP","114000","42",,"20100401","20110331","1"
"E100027","20931","12246","81","GBP","116300","42",,"20110401","20120331","1"
"E100027","20932","12249","81","GBP","118300","42",,"20120401","20130331","1"
"E100027","20933","12253","81","GBP","121900","42",,"20130401","99991231","1"
"E100028","20934","12256","81","GBP","25000","42",,"20040826","20041231","1"
"E100028","20935","12260","81","GBP","25375","42",,"20050101","20060331","1"
"E100028","20936","12263","81","GBP","26125","42",,"20060401","20070331","1"
"E100028","20937","12266","81","GBP","26500","42",,"20070401","20070806","1"
"E100028","20938","12268","81","GBP","26500","42",,"20070807","20080331","1"
"E100028","20939","12271","81","GBP","26500","42",,"20080401","20080401","1"
"E100028","20940","12273","81","GBP","21200","42",,"20080402","20090131","1"
"E100028","20941","12294","81","GBP","15900","42",,"20090201","20090331","1"
"E100028","20942","12298","81","GBP","16400","42",,"20090401","20100331","1"
"E100028","20943","12302","81","GBP","16900","42",,"20100401","20110331","1"
"E100028","20944","12306","81","GBP","17200","42",,"20110401","20110401","1"
"E100028","20945","12310","81","GBP","28667","42",,"20110402","20120331","1"
"E100028","20946","12315","81","GBP","29600","42",,"20120401","20130331","1"
"E100028","20947","12319","81","GBP","30200","42",,"20130401","20140331","1"
"E100028","20948","12325","81","GBP","31100","42",,"20140401","20150331","1"
"E100028","20949","12329","81","GBP","31600","42",,"20150401","20160331","1"
"E100028","20950","12333","81","GBP","32230","42",,"20160401","99991231","1"
"E100029","20951","12340","81","GBP","110400","42",,"20030901","20031231","1"
"E100029","20952","12345","81","GBP","118400","42",,"20040101","20041231","1"
"E100029","20953","12350","81","GBP","150000","42",,"20050101","20051031","1"
"E100029","20954","12355","81","BMD","400000","42",,"20051101","20060331","1"
"E100029","20955","12360","81","USD","410000","42",,"20060401","20070331","1"
"E100029","20956","12365","81","BMD","420000","42",,"20070401","20070806","1"
"E100029","20957","12370","81","BMD","420000","42",,"20070807","20080331","1"
"E100029","20958","12375","81","BMD","440000","42",,"20080401","20090331","1"
"E100029","20959","12379","81","BMD","450000","42",,"20090401","20100331","1"
"E100029","20960","12382","81","BMD","475000","42",,"20100401","20120331","1"
"E100029","20961","12387","81","BMD","515000","42",,"20120401","20130331","1"
"E100029","20962","12392","81","BMD","560000","42",,"20130401","20140228","1"
"E100029","20963","12397","81","BMD","560000","42",,"20140301","20140331","1"
"E100029","20964","12402","81","BMD","576800","42",,"20140401","20150331","1"
"E100029","20965","12407","81","BMD","600000","42",,"20150401","99991231","1"
"E100109","18719","10989","81","GBP","71000","42",,"20120401","20120831","1"
"E100109","18721","10994","81","GBP","80000","42",,"20120901","20130331","1"
"E100109","18723","10999","81","GBP","82000","42",,"20130401","20140331","1"
"E100109","18725","11006","81","GBP","85500","42",,"20140401","20140930","1"
"E100109","18727","11011","81","GBP","90000","42",,"20141001","20150331","1"
"E100075","18712","10726","81","USD","50000","42",,"20080401","20090331","1"
"E100075","18714","10730","81","USD","51750","42",,"20090401","20100331","1"
"E100075","18718","10735","81","USD","53200","42",,"20100401","20110331","1"
"E100075","18720","10738","81","USD","54300","42",,"20110401","20120331","1"
"E100075","18722","10743","81","USD","59800","42",,"20120401","20130331","1"
"E100075","18724","10747","81","USD","61600","42",,"20130401","20140331","1"
"E100075","18726","10752","81","USD","65000","42",,"20140401","20150331","1"
"E100075","18728","10756","81","USD","67000","42",,"20150401","20160331","1"
"E100075","18729","10761","81","USD","69050","42",,"20160401","99991231","1"
"E100076","18730","10765","81","GBP","85000","42",,"20041001","20060331","1"
"E100076","18731","10769","81","GBP","90000","42",,"20060401","20070331","1"
"E100076","18732","10772","81","GBP","94000","42",,"20070401","20070806","1"
"E100076","18733","10775","81","GBP","94000","42",,"20070807","20080331","1"
"E100076","18734","10777","81","GBP","96900","42",,"20080401","20090331","1"
"E100076","18735","10780","81","GBP","100800","42",,"20090401","20100331","1"
"E100076","18736","10782","81","GBP","103900","42",,"20100401","20110331","1"
"E100076","18737","10785","81","GBP","106000","42",,"20110401","20120331","1"
"E100076","18738","10787","81","GBP","108700","42",,"20120401","20130331","1"
"E100076","18739","10790","81","GBP","110400","42",,"20130401","20140331","1"
"E100076","18740","10793","81","GBP","112000","42",,"20140401","99991231","1"
"E100077","18741","10796","81","GBP","25000","42",,"20050927","20060331","1"
"E100077","18743","10799","81","GBP","26000","42",,"20060401","20060630","1"
"E100077","18745","10803","81","GBP","26600","42",,"20060701","20061231","1"
"E100077","18747","10807","81","GBP","27200","42",,"20070101","20070331","1"
"E100077","18749","10811","81","GBP","30000","42",,"20070401","20070630","1"
"E100077","18751","10814","81","GBP","30600","42",,"20070701","20070731","1"
"E100077","18753","10818","81","GBP","35600","42",,"20070801","20070806","1"
"E100077","18755","10822","81","GBP","35600","42",,"20070807","20071231","1"
"E100077","18757","10826","81","GBP","36150","42",,"20080101","20080331","1"
"E100077","18759","10830","81","GBP","38400","42",,"20080401","20080401","1"
"E100077","18761","10835","81","GBP","45000","42",,"20080402","20090331","1"
"E100077","18763","10840","81","GBP","47250","42",,"20090401","20100331","1"
"E100077","18765","10845","81","GBP","48700","42",,"20100401","20110331","1"
"E100077","18767","10849","81","GBP","65000","42",,"20110401","20120331","1"
"E100048","19784","11551","81","GBP","25750","42",,"20060402","20060630","1"
"E100048","19785","11554","81","GBP","26350","42",,"20060701","20060930","1"
"E100048","19791","11557","81","GBP","26600","42",,"20061001","20061231","1"
"E100048","19793","11566","81","GBP","26900","42",,"20070101","20070101","1"
"E100048","19796","11573","81","GBP","27200","42",,"20070102","20070331","1"
"E100048","19798","11578","81","GBP","27700","42",,"20070401","20070401","1"
"E100048","19800","11582","81","GBP","28700","42",,"20070402","20070630","1"
"E100048","19802","11585","81","GBP","29250","42",,"20070701","20070731","1"
"E100048","19804","11587","81","GBP","32550","42",,"20070801","20070806","1"
"E100137","19642","10417","81","USD","125000","42",,"20060921","20070331","1"
"E100137","19644","10420","81","BMD","127500","42",,"20070401","20070806","1"
"E100137","19646","10423","81","BMD","127500","42",,"20070807","20071130","1"
"E100137","19647","10426","81","BMD","150000","42",,"20071201","20080331","1"
"E100137","19649","10429","81","BMD","160000","42",,"20080401","20090331","1"
"E100137","19651","10432","81","BMD","169600","42",,"20090401","20091231","1"
"E100137","19653","10435","81","BMD","169600","42",,"20100101","20100331","1"
"E100137","19658","10438","81","BMD","175000","42",,"20100401","20101004","1"
"E100137","19661","10441","81","BMD","105000","42",,"20101005","20101231","1"
"E100137","19664","10444","81","BMD","117115","42",,"20110101","20110331","1"
"E100137","19667","10447","81","BMD","120000","42",,"20110401","20120331","1"
"E100137","19670","10450","81","BMD","124800","42",,"20120401","20120401","1"
"E100137","19673","10453","81","BMD","155640","42",,"20120402","20130331","1"
"E100137","19675","10456","81","BMD","161000","42",,"20130401","20140331","1"
"E100137","19677","10459","81","BMD","166500","42",,"20140401","20140630","1"
"E100137","19680","10463","81","BMD","118380.48","42",,"20140701","20150331","1"
"E100137","19682","10466","81","BMD","123150.5","42",,"20150401","20160331","1"
"E100137","19684","10468","81","BMD","127150.5","42",,"20160401","99991231","1"
"E100138","19686","10471","81","GBP","0","42",,"20061004","20070731","1"
"E100138","19688","10474","81","GBP","36000","42",,"20070801","20070806","1"
"E100138","19690","10477","81","GBP","36000","42",,"20070807","20070831","1"
"E100138","19692","10479","81","GBP","36850","42",,"20070901","20080228","1"
"E100138","19694","10482","81","GBP","37750","42",,"20080301","20080331","1"
"E100138","19696","10485","81","GBP","41700","42",,"20080401","20080831","1"
"E100138","19698","10487","81","GBP","42700","42",,"20080901","20090217","1"
"E100138","19700","10489","81","GBP","51000","42",,"20090218","20090831","1"
"E100138","19702","10492","81","GBP","55000","42",,"20090901","20100331","1"
"E100138","19705","10495","81","GBP","56700","42",,"20100401","20100531","1"
"E100048","19783","11548","81","GBP","25500","42",,"20060401","20060401","1"
"E100045","19719","11361","81","GBP","30900","42",,"20100401","20110331","1"
"E100045","19720","11366","81","GBP","31500","42",,"20110401","20120331","1"
"E100045","19722","11371","81","GBP","32500","42",,"20120401","20130331","1"
"E100045","19724","11375","81","GBP","33700","42",,"20130401","20140331","1"
"E100045","19726","11379","81","GBP","34700","42",,"20140401","20150331","1"
"E100045","19728","11383","81","GBP","35740","42",,"20150401","20160131","1"
"E100045","19729","11387","81","GBP","45000","42",,"20160201","99991231","1"
"E100046","19730","11391","81","GBP","41500","42",,"20040301","20041231","1"
"E100046","19733","11398","81","GBP","43000","42",,"20050101","20060331","1"
"E100046","19734","11410","81","GBP","45000","42",,"20060401","20070331","1"
"E100045","19717","11356","81","GBP","30000","42",,"20100101","20100331","1"
"E100046","19735","11414","81","GBP","46750","42",,"20070401","20070806","1"
"E100046","19737","11417","81","GBP","46750","42",,"20070807","20080331","1"
"E100046","19739","11427","81","GBP","48400","42",,"20080401","20080630","1"
"E100046","19740","11429","81","GBP","54000","42",,"20080701","20090331","1"
"E100046","19741","11433","81","GBP","55650","42",,"20090401","20100331","1"
"E100046","19742","11436","81","GBP","57400","42",,"20100401","20100506","1"
"E100046","19746","11439","81","GBP","57400","42",,"20100507","20110331","1"
"E100046","19748","11442","81","GBP","58400","42",,"20110401","20120331","1"
"E100046","19750","11445","81","GBP","59600","42",,"20120401","20130331","1"
"E100046","19751","11455","81","GBP","60800","42",,"20130401","99991231","1"
"E100047","19753","11457","81","GBP","25200","42",,"20031202","20041231","1"
"E100047","19754","11462","81","GBP","26500","42",,"20050101","20060331","1"
"E100047","19755","11467","81","GBP","30000","42",,"20060401","20070331","1"
"E100047","19756","11471","81","GBP","31350","42",,"20070401","20070806","1"
"E100047","19757","11475","81","GBP","31350","42",,"20070807","20080331","1"
"E100047","19758","11479","81","GBP","33000","42",,"20080401","20090331","1"
"E100047","19760","11487","81","GBP","34800","42",,"20090401","20100331","1"
"E100047","19762","11491","81","GBP","35900","42",,"20100401","20100506","1"
"E100047","19764","11494","81","GBP","35900","42",,"20100507","20110331","1"
"E100047","19766","11510","81","GBP","37700","42",,"20110401","20120331","1"
"E100047","19767","11516","81","GBP","38900","42",,"20120401","20130331","1"
"E100047","19769","11519","81","GBP","40200","42",,"20130401","20140331","1"
"E100047","19770","11521","81","GBP","41930","42",,"20140401","20140602","1"
"E100047","19774","11528","81","GBP","52412.5","42",,"20140603","20140804","1"
"E100047","19775","11532","81","GBP","41930","42",,"20140805","20150331","1"
"E100047","19777","11536","81","GBP","43000","42",,"20150401","20160331","1"
"E100047","19779","11540","81","GBP","44000","42",,"20160401","20161231","1"
"E100048","19781","11544","81","GBP","25000","42",,"20050927","20060331","1"
"E100095","19287","12223","81","USD","142000","42",,"20090401","20100331","1"
"E100095","19289","12228","81","USD","150100","42",,"20100401","20110331","1"
"E100095","19291","12235","81","USD","153600","42",,"20110401","20120331","1"
"E100123","19148","12018","81","GBP","69500","42",,"20070807","20080331","1"
"E100123","19150","12022","81","GBP","72300","42",,"20080401","20080630","1"
"E100123","19152","12027","81","GBP","75000","42",,"20080701","20090331","1"
"E100123","19154","12030","81","GBP","78000","42",,"20090401","20100331","1"
"E100123","19156","12033","81","GBP","80800","42",,"20100401","20100506","1"
"E100123","19158","12036","81","GBP","80800","42",,"20100507","20110331","1"
"E100123","19160","12040","81","GBP","82500","42",,"20110401","20110630","1"
"E100123","19162","12056","81","GBP","96000","42",,"20110701","20120331","1"
"E100123","19164","12062","81","GBP","98880","42",,"20120401","20130331","1"
"E100123","19166","12068","81","GBP","101700","42",,"20130401","20140331","1"
"E100123","19168","12072","81","GBP","104750","42",,"20140401","20150331","1"
"E100123","19170","12077","81","GBP","108420","42",,"20150401","20151231","1"
"E100123","19172","12081","81","GBP","130000","42",,"20160101","99991231","1"
"E100124","19174","12086","81","GBP","45000","42",,"20060630","20061231","1"
"E100124","19176","12090","81","GBP","45250","42",,"20070101","20070331","1"
"E100124","19178","12095","81","GBP","48000","42",,"20070401","20070630","1"
"E100124","19180","12099","81","GBP","48250","42",,"20070701","20071017","1"
"E100124","19182","12104","81","GBP","48250","42",,"20071018","20071231","1"
"E100124","19184","12108","81","GBP","50750","42",,"20080101","20080101","1"
"E100124","19186","12113","81","GBP","51000","42",,"20080102","20080201","1"
"E100124","19188","12118","81","GBP","51000","42",,"20080202","20080331","1"
"E100124","19190","12123","81","GBP","54600","42",,"20080401","20090331","1"
"E100124","19192","12128","81","GBP","57500","42",,"20090401","20090401","1"
"E100124","19194","12133","81","GBP","60000","42",,"20090402","20100331","1"
"E100124","19196","12138","81","GBP","61800","42",,"20100401","20100506","1"
"E100124","19198","12143","81","GBP","61800","42",,"20100507","20110331","1"
"E100124","19200","12148","81","GBP","66200","42",,"20110401","20110630","1"
"E100124","19202","12153","81","GBP","76200","42",,"20110701","20120331","1"
"E100124","19204","12158","81","GBP","78500","42",,"20120401","20130331","1"
"E100124","19206","12163","81","GBP","80700","42",,"20130401","20140331","1"
"E100124","19209","12168","81","GBP","83470","42",,"20140401","20150331","1"
"E100124","19211","12173","81","GBP","85970","42",,"20150401","20160331","1"
"E100124","19214","12178","81","GBP","89130","42",,"20160401","99991231","1"
"E100125","19216","12184","81","USD","99330","42",,"20070112","20071130","1"
"E100125","19218","12188","81","USD","99330","42",,"20071201","20090331","1"
"E100125","19220","12200","81","USD","105300","42",,"20090401","20091231","1"
"E100092","19210","12012","81","GBP","33000","42",,"20100401","20100506","1"
"E100092","19212","12020","81","GBP","33000","42",,"20100507","20110331","1"
"E100092","19213","12025","81","GBP","33700","42",,"20110401","20120331","1"
"E100092","19215","12042","81","GBP","34700","42",,"20120401","20130331","1"
"E100092","19217","12046","81","GBP","35700","42",,"20130401","20140331","1"
"E100092","19219","12050","81","GBP","36770","42",,"20140401","99991231","1"
"E100093","19221","12054","81","BMD","68000","42",,"20040811","20041231","1"
"E100093","19223","12058","81","BMD","74200","42",,"20050101","20060331","1"
"E100093","19225","12061","81","BMD","82500","42",,"20060401","20070331","1"
"E100093","19227","12065","81","BMD","85500","42",,"20070401","20070806","1"
"E100093","19229","12069","81","BMD","85500","42",,"20070807","20071130","1"
"E100093","19231","12076","81","BMD","95000","42",,"20071201","20080331","1"
"E100093","19233","12084","81","BMD","97500","42",,"20080401","20090331","1"
"E100093","19235","12092","81","BMD","101400","42",,"20090401","20100331","1"
"E100093","19237","12101","81","BMD","104400","42",,"20100401","20110331","1"
"E100093","19239","12110","81","BMD","107000","42",,"20110401","20120331","1"
"E100093","19241","12116","81","BMD","110000","42",,"20120401","20130331","1"
"E100093","19243","12120","81","BMD","112800","42",,"20130401","20140331","1"
"E100093","19245","12125","81","BMD","115620","42",,"20140401","20150331","1"
"E100093","19247","12129","81","BMD","118800","42",,"20150401","20160331","1"
"E100093","19249","12134","81","BMD","122360","42",,"20160401","99991231","1"
